scientificName,Taxon,phylum,class
Rumex vesicarius L.,Rumex vesicarius,Tracheophyta,Magnoliopsida
Rumex violascens Rech.fil.,Rumex violascens,Tracheophyta,Magnoliopsida
Rumex ×wrightii Lousley,Rumex wrightii,Tracheophyta,Magnoliopsida
Rumex ×xenogenus Rech.f.,Rumex xenogenus,Tracheophyta,Magnoliopsida
Ruschia caroli (L.Bolus) Schwantes,Ruschia caroli,Tracheophyta,Magnoliopsida
Ruschia geminiflora (Haw.) Schwantes,Ruschia geminiflora,Tracheophyta,Magnoliopsida
Ruschia tumidula (Haw.) Schwantes,Ruschia tumidula,Tracheophyta,Magnoliopsida
Sabulina mediterranea (Link) Rchb.,Sabulina mediterranea,Tracheophyta,Magnoliopsida
Sabulina tenuifolia (L.) Rchb.,Sabulina tenuifolia,Tracheophyta,Magnoliopsida
Sabulina verna (L.) Rchb.,Sabulina verna,Tracheophyta,Magnoliopsida
Sabulina viscosa (Schreb.) Rchb.,Sabulina viscosa,Tracheophyta,Magnoliopsida
Sagina apetala Ard.,Sagina apetala,Tracheophyta,Magnoliopsida
Sagina chilensis Naudin ex Gay,Sagina chilensis,Tracheophyta,Magnoliopsida
Sagina decumbens (Elliott) Torr. & A.Gray,Sagina decumbens,Tracheophyta,Magnoliopsida
Sagina decumbens subsp. occidentalis (S.Watson) G.E.Crow,Sagina decumbens occidentalis,Tracheophyta,Magnoliopsida
Sagina japonica (Sw. ex Steud.) Ohwi,Sagina japonica,Tracheophyta,Magnoliopsida
Sagina maritima G.Don,Sagina maritima,Tracheophyta,Magnoliopsida
Sagina maxima A.Gray,Sagina maxima,Tracheophyta,Magnoliopsida
Sagina micropetala Rauschert,Sagina micropetala,Tracheophyta,Magnoliopsida
Sagina nodosa (L.) Fenzl,Sagina nodosa,Tracheophyta,Magnoliopsida
Sagina nodosa subsp. borealis G.E.Crow,Sagina nodosa borealis,Tracheophyta,Magnoliopsida
Sagina nodosa subsp. nodosa,Sagina nodosa nodosa,Tracheophyta,Magnoliopsida
Sagina procumbens L.,Sagina procumbens,Tracheophyta,Magnoliopsida
Sagina saginoides (L.) Karst.,Sagina saginoides,Tracheophyta,Magnoliopsida
"Sagina subulata Hillebr., 1888",Sagina subulata,Tracheophyta,Magnoliopsida
Salicornia bigelovii Torr.,Salicornia bigelovii,Tracheophyta,Magnoliopsida
Salicornia europaea L.,Salicornia europaea,Tracheophyta,Magnoliopsida
Salicornia fruticosa (L.) L.,Salicornia fruticosa,Tracheophyta,Magnoliopsida
Salicornia perennans Willd.,Salicornia perennans,Tracheophyta,Magnoliopsida
Salicornia perennis Mill.,Salicornia perennis,Tracheophyta,Magnoliopsida
Salicornia ramosissima J.Woods,Salicornia ramosissima,Tracheophyta,Magnoliopsida
Salicornia rubra A.Nelson,Salicornia rubra,Tracheophyta,Magnoliopsida
Salicornia virginica Fern. & Brack.,Salicornia virginica,Tracheophyta,Magnoliopsida
Salsola drummondii Ulbr.,Salsola drummondii,Tracheophyta,Magnoliopsida
Salsola soda L.,Salsola soda,Tracheophyta,Magnoliopsida
Saponaria calabrica Guss.,Saponaria calabrica,Tracheophyta,Magnoliopsida
Saponaria glutinosa M.Bieb.,Saponaria glutinosa,Tracheophyta,Magnoliopsida
Saponaria ocymoides L.,Saponaria ocymoides,Tracheophyta,Magnoliopsida
Saponaria officinalis L.,Saponaria officinalis,Tracheophyta,Magnoliopsida
Saponaria orientalis L.,Saponaria orientalis,Tracheophyta,Magnoliopsida
Saponaria pumilio Boiss.,Saponaria pumilio,Tracheophyta,Magnoliopsida
Schlumbergera truncata (Haw.) Moran,Schlumbergera truncata,Tracheophyta,Magnoliopsida
Scleranthus annuus L.,Scleranthus annuus,Tracheophyta,Magnoliopsida
"Scleranthus fasciculatus Gillot & H.J.Coste, 1894",Scleranthus fasciculatus,Tracheophyta,Magnoliopsida
Scleranthus perennis L.,Scleranthus perennis,Tracheophyta,Magnoliopsida
Sclerolaena bicornis Lindl.,Sclerolaena bicornis,Tracheophyta,Magnoliopsida
Sclerolaena calcarata (Ising) A.J.Scott,Sclerolaena calcarata,Tracheophyta,Magnoliopsida
Sclerolaena muricata (Moq.) Domin,Sclerolaena muricata,Tracheophyta,Magnoliopsida
Sclerolaena muricata var. semiglabra (Ising) A.J.Scott,Sclerolaena muricata semiglabra,Tracheophyta,Magnoliopsida
Sclerolaena tricuspis (F.Muell.) Ulbr.,Sclerolaena tricuspis,Tracheophyta,Magnoliopsida
Sedobassia sedoides (Pall.) Freitag & G.Kadereit,Sedobassia sedoides,Tracheophyta,Magnoliopsida
Selenicereus anthonyanus (Alexander) D.R.Hunt,Selenicereus anthonyanus,Tracheophyta,Magnoliopsida
Selenicereus costaricensis (F.A.C.Weber) S.Arias & N.Korotkova,Selenicereus costaricensis,Tracheophyta,Magnoliopsida
Selenicereus grandiflorus (L.) Britton & Rose,Selenicereus grandiflorus,Tracheophyta,Magnoliopsida
Selenicereus megalanthus (Schum. ex Vaupel) Moran,Selenicereus megalanthus,Tracheophyta,Magnoliopsida
Selenicereus monacanthus (Lem.) D.R.Hunt,Selenicereus monacanthus,Tracheophyta,Magnoliopsida
Selenicereus pteranthus (Link & Otto) Britton & Rose,Selenicereus pteranthus,Tracheophyta,Magnoliopsida
Selenicereus setaceus (Salm-Dyck ex DC.) A.Berger ex Werderm.,Selenicereus setaceus,Tracheophyta,Magnoliopsida
Selenicereus triangularis (L.) D.R.Hunt,Selenicereus triangularis,Tracheophyta,Magnoliopsida
Selenicereus undatus (Haw.) D.R.Hunt,Selenicereus undatus,Tracheophyta,Magnoliopsida
Sesuvium crithmoides Welw.,Sesuvium crithmoides,Tracheophyta,Magnoliopsida
Sesuvium humifusum (Turpin) Bohley & G.Kadereit,Sesuvium humifusum,Tracheophyta,Magnoliopsida
Sesuvium portulacastrum (L.) L.,Sesuvium portulacastrum,Tracheophyta,Magnoliopsida
Sesuvium verrucosum Raf.,Sesuvium verrucosum,Tracheophyta,Magnoliopsida
Silene aegyptiaca (L.) L.fil.,Silene aegyptiaca,Tracheophyta,Magnoliopsida
Silene alba Burnat,Silene alba,Tracheophyta,Magnoliopsida
Silene antirrhina L.,Silene antirrhina,Tracheophyta,Magnoliopsida
Silene apetala (L.) Willd.,Silene apetala,Tracheophyta,Magnoliopsida
Silene baccifera (L.) Roth,Silene baccifera,Tracheophyta,Magnoliopsida
Silene behen L.,Silene behen,Tracheophyta,Magnoliopsida
Silene bellidifolia Jacq.,Silene bellidifolia,Tracheophyta,Magnoliopsida
Silene bupleuroides L.,Silene bupleuroides,Tracheophyta,Magnoliopsida
Silene catholica (L.) Aiton fil.,Silene catholica,Tracheophyta,Magnoliopsida
Silene cerastoides L.,Silene cerastoides,Tracheophyta,Magnoliopsida
Silene chaetodonta Boiss.,Silene chaetodonta,Tracheophyta,Magnoliopsida
Silene chalcedonica (L.) E.H.L.Krause,Silene chalcedonica,Tracheophyta,Magnoliopsida
Silene chlorantha (Willd.) Ehrh.,Silene chlorantha,Tracheophyta,Magnoliopsida
Silene cinerea Desf.,Silene cinerea,Tracheophyta,Magnoliopsida
"Silene coeli-rosa Linnaeus, 1753",Silene coeli-rosa,Tracheophyta,Magnoliopsida
Silene colorata Poir.,Silene colorata,Tracheophyta,Magnoliopsida
Silene conica L.,Silene conica,Tracheophyta,Magnoliopsida
Silene coniflora Nees ex Otth,Silene coniflora,Tracheophyta,Magnoliopsida
Silene conoidea L.,Silene conoidea,Tracheophyta,Magnoliopsida
Silene coronaria (L.) Clairv.,Silene coronaria,Tracheophyta,Magnoliopsida
Silene crassipes Fenzl,Silene crassipes,Tracheophyta,Magnoliopsida
Silene cretica L.,Silene cretica,Tracheophyta,Magnoliopsida
Silene cserei Baumg.,Silene cserei,Tracheophyta,Magnoliopsida
Silene czerei Baumg. & Schischkin,Silene czerei,Tracheophyta,Magnoliopsida
Silene dichotoma Ehrh.,Silene dichotoma,Tracheophyta,Magnoliopsida
Silene dioica (L.) Clairv.,Silene dioica,Tracheophyta,Magnoliopsida
Silene disticha Willd.,Silene disticha,Tracheophyta,Magnoliopsida
Silene flavescens Waldst. & Kit.,Silene flavescens,Tracheophyta,Magnoliopsida
Silene flos-cuculi (L.) Greuter & Burdet,Silene flos-cuculi,Tracheophyta,Magnoliopsida
Silene fulgens (Spreng.) E.H.L.Krause,Silene fulgens,Tracheophyta,Magnoliopsida
Silene fuscata Brot.,Silene fuscata,Tracheophyta,Magnoliopsida
Silene gallica L.,Silene gallica,Tracheophyta,Magnoliopsida
Silene gallinyi Rchb.,Silene gallinyi,Tracheophyta,Magnoliopsida
Silene gracilis DC.,Silene gracilis,Tracheophyta,Magnoliopsida
Silene graeca Boiss. & Spruner,Silene graeca,Tracheophyta,Magnoliopsida
Silene ×grecescui Gusul.,Silene grecescui,Tracheophyta,Magnoliopsida
Silene ×hampeana Meusel & Werner,Silene hampeana,Tracheophyta,Magnoliopsida
Silene heldreichii Boiss.,Silene heldreichii,Tracheophyta,Magnoliopsida
Silene involucrata (Cham. & Schltdl.) Bocquet,Silene involucrata,Tracheophyta,Magnoliopsida
Silene italica (L.) Pers.,Silene italica,Tracheophyta,Magnoliopsida
Silene japonica Rohrb.,Silene japonica,Tracheophyta,Magnoliopsida
Silene latifolia Poir.,Silene latifolia,Tracheophyta,Magnoliopsida
Silene latifolia subsp. alba (Mill.) Greuter & Burdet,Silene latifolia alba,Tracheophyta,Magnoliopsida
Silene latifolia subsp. latifolia,Silene latifolia latifolia,Tracheophyta,Magnoliopsida
Silene linicola C.C.Gmel.,Silene linicola,Tracheophyta,Magnoliopsida
Silene lydia Boiss.,Silene lydia,Tracheophyta,Magnoliopsida
Silene micropetala Lag.,Silene micropetala,Tracheophyta,Magnoliopsida
Silene multiflora (Ehrh.) Pers.,Silene multiflora,Tracheophyta,Magnoliopsida
Silene muscipula L.,Silene muscipula,Tracheophyta,Magnoliopsida
Silene nivea (Nutt.) Muhl.,Silene nivea,Tracheophyta,Magnoliopsida
Silene noctiflora L.,Silene noctiflora,Tracheophyta,Magnoliopsida
Silene nocturna L.,Silene nocturna,Tracheophyta,Magnoliopsida
Silene nocturna subsp. nocturna,Silene nocturna nocturna,Tracheophyta,Magnoliopsida
Silene nutans L.,Silene nutans,Tracheophyta,Magnoliopsida
Silene otites (L.) Wibel,Silene otites,Tracheophyta,Magnoliopsida
Silene pendula L.,Silene pendula,Tracheophyta,Magnoliopsida
Silene portensis L.,Silene portensis,Tracheophyta,Magnoliopsida
Silene procumbens Murray,Silene procumbens,Tracheophyta,Magnoliopsida
Silene psammitis Spreng.,Silene psammitis,Tracheophyta,Magnoliopsida
Silene pseudatocion Desf.,Silene pseudatocion,Tracheophyta,Magnoliopsida
Silene pseudoatocion Desf.,Silene pseudoatocion,Tracheophyta,Magnoliopsida
"Silene quadrifida Georgi, 1775",Silene quadrifida,Tracheophyta,Magnoliopsida
Silene repens Patrin,Silene repens,Tracheophyta,Magnoliopsida
Silene rubella L.,Silene rubella,Tracheophyta,Magnoliopsida
Silene scabriflora Brot.,Silene scabriflora,Tracheophyta,Magnoliopsida
Silene schafta S.G.Gmel. ex Hohen.,Silene schafta,Tracheophyta,Magnoliopsida
Silene secundiflora Otth,Silene secundiflora,Tracheophyta,Magnoliopsida
Silene sibirica (L.) Pers.,Silene sibirica,Tracheophyta,Magnoliopsida
"Silene simsii F.Jafari, Rabeler & Oxelman",Silene simsii,Tracheophyta,Magnoliopsida
"Silene songarica (Fisch., C.A.Mey. & Avé-Lall.) Bocquet",Silene songarica,Tracheophyta,Magnoliopsida
Silene stellata (L.) Coyte,Silene stellata,Tracheophyta,Magnoliopsida
Silene stricta L.,Silene stricta,Tracheophyta,Magnoliopsida
Silene subconica Friv.,Silene subconica,Tracheophyta,Magnoliopsida
Silene suecica (Lodd.) Greuter & Burdet,Silene suecica,Tracheophyta,Magnoliopsida
Silene tatarica (L.) Pers.,Silene tatarica,Tracheophyta,Magnoliopsida
Silene tridentata Desf.,Silene tridentata,Tracheophyta,Magnoliopsida
Silene uniflora Roth,Silene uniflora,Tracheophyta,Magnoliopsida
Silene vallesia subsp. graminea (Rchb.) Nyman,Silene vallesia graminea,Tracheophyta,Magnoliopsida
Silene virginica L.,Silene virginica,Tracheophyta,Magnoliopsida
Silene viridiflora L.,Silene viridiflora,Tracheophyta,Magnoliopsida
Silene viscosa (L.) Pers.,Silene viscosa,Tracheophyta,Magnoliopsida
Silene vivianii Steud.,Silene vivianii,Tracheophyta,Magnoliopsida
Silene vulgaris (Moench) Garcke,Silene vulgaris,Tracheophyta,Magnoliopsida
Silene vulgaris subsp. macrocarpa Turrill,Silene vulgaris macrocarpa,Tracheophyta,Magnoliopsida
Silene vulgaris var. vulgaris,Silene vulgaris vulgaris,Tracheophyta,Magnoliopsida
Silene wolgensis (Hornem.) Otth,Silene wolgensis,Tracheophyta,Magnoliopsida
Simmondsia chinensis (Link) C.K.Schneid.,Simmondsia chinensis,Tracheophyta,Magnoliopsida
Spergula arvensis L.,Spergula arvensis,Tracheophyta,Magnoliopsida
Spergula arvensis subsp. arvensis,Spergula arvensis arvensis,Tracheophyta,Magnoliopsida
Spergula grandis Pers.,Spergula grandis,Tracheophyta,Magnoliopsida
Spergula levis (Cambess.) D.Dietr.,Spergula levis,Tracheophyta,Magnoliopsida
Spergula maxima Weihe,Spergula maxima,Tracheophyta,Magnoliopsida
Spergula morisonii Boreau,Spergula morisonii,Tracheophyta,Magnoliopsida
Spergula pentandra L.,Spergula pentandra,Tracheophyta,Magnoliopsida
Spergula platensis (Cambess.) Shinners,Spergula platensis,Tracheophyta,Magnoliopsida
Spergula villosa Pers.,Spergula villosa,Tracheophyta,Magnoliopsida
Spergularia bocconei (Scheele) Graebn.,Spergularia bocconei,Tracheophyta,Magnoliopsida
Spergularia diandra (Guss.) Heldr.,Spergularia diandra,Tracheophyta,Magnoliopsida
Spergularia echinosperma (Celak.) Asch. & Graebn.,Spergularia echinosperma,Tracheophyta,Magnoliopsida
Spergularia grandis DC.,Spergularia grandis,Tracheophyta,Magnoliopsida
Spergularia marina (L.) Besser,Spergularia marina,Tracheophyta,Magnoliopsida
Spergularia media (L.) J.Presl,Spergularia media,Tracheophyta,Magnoliopsida
"",Spergularia media (L.) C.Presl,Tracheophyta,Magnoliopsida
Spergularia nicaeensis Burnat,Spergularia nicaeensis,Tracheophyta,Magnoliopsida
Spergularia purpurea (Pers.) G.Don,Spergularia purpurea,Tracheophyta,Magnoliopsida
Spergularia rubra (L.) J.Presl & J.Presl,Spergularia rubra,Tracheophyta,Magnoliopsida
Spergularia rupicola Le Jol.,Spergularia rupicola,Tracheophyta,Magnoliopsida
Spergularia salina J. & K.Presl,Spergularia salina,Tracheophyta,Magnoliopsida
Spergularia segetalis (L.) G.Don,Spergularia segetalis,Tracheophyta,Magnoliopsida
Spinacia oleracea L.,Spinacia oleracea,Tracheophyta,Magnoliopsida
Spinacia turkestanica Iljin,Spinacia turkestanica,Tracheophyta,Magnoliopsida
Spirobassia hirsuta (L.) Freitag & G.Kadereit,Spirobassia hirsuta,Tracheophyta,Magnoliopsida
Stegnosperma cubense A.Rich.,Stegnosperma cubense,Tracheophyta,Magnoliopsida
Stellaria alsine Grimm,Stellaria alsine,Tracheophyta,Magnoliopsida
Stellaria apetala Bernardino,Stellaria apetala,Tracheophyta,Magnoliopsida
"Stellaria aquatica Linnaeus, 1753",Stellaria aquatica,Tracheophyta,Magnoliopsida
Stellaria chilensis Pedersen,Stellaria chilensis,Tracheophyta,Magnoliopsida
Stellaria corei Shinners,Stellaria corei,Tracheophyta,Magnoliopsida
Stellaria cupaniana (Jord. & Fourr.) Bég.,Stellaria cupaniana,Tracheophyta,Magnoliopsida
Stellaria graminea L.,Stellaria graminea,Tracheophyta,Magnoliopsida
Stellaria holostea L.,Stellaria holostea,Tracheophyta,Magnoliopsida
Stellaria longifolia (Regel) Muhl. ex Willd.,Stellaria longifolia,Tracheophyta,Magnoliopsida
Stellaria media (L.) Vill.,Stellaria media,Tracheophyta,Magnoliopsida
Stellaria media var. media,Stellaria media media,Tracheophyta,Magnoliopsida
Stellaria multiflora Hook.,Stellaria multiflora,Tracheophyta,Magnoliopsida
Stellaria neglecta Weihe,Stellaria neglecta,Tracheophyta,Magnoliopsida
Stellaria nemorum L.,Stellaria nemorum,Tracheophyta,Magnoliopsida
Stellaria nitens Nutt.,Stellaria nitens,Tracheophyta,Magnoliopsida
Stellaria palustris Ehrh. ex Retz.,Stellaria palustris,Tracheophyta,Magnoliopsida
Stellaria pubera Michx.,Stellaria pubera,Tracheophyta,Magnoliopsida
Stellaria sennii Chiov.,Stellaria sennii,Tracheophyta,Magnoliopsida
Stenocereus pruinosus (Otto) Buxb.,Stenocereus pruinosus,Tracheophyta,Magnoliopsida
Suaeda acuminata (C.A.Mey.) Moq.,Suaeda acuminata,Tracheophyta,Magnoliopsida
Suaeda aegyptiaca (Hasselq.) Zohary,Suaeda aegyptiaca,Tracheophyta,Magnoliopsida
Suaeda altissima (L.) Pall.,Suaeda altissima,Tracheophyta,Magnoliopsida
Suaeda baccifera Pall.,Suaeda baccifera,Tracheophyta,Magnoliopsida
Suaeda calceoliformis (Hook.) Moq.,Suaeda calceoliformis,Tracheophyta,Magnoliopsida
Suaeda corniculata (C.A.Mey.) Bunge,Suaeda corniculata,Tracheophyta,Magnoliopsida
Suaeda fruticosa (L.) Forssk.,Suaeda fruticosa,Tracheophyta,Magnoliopsida
Suaeda linifolia Pall.,Suaeda linifolia,Tracheophyta,Magnoliopsida
Suaeda maritima (L.) Dumort.,Suaeda maritima,Tracheophyta,Magnoliopsida
Suaeda mollis (Desf.) Delile,Suaeda mollis,Tracheophyta,Magnoliopsida
Suaeda salsa (L.) Pall.,Suaeda salsa,Tracheophyta,Magnoliopsida
Suaeda splendens (Pourr.) Gren. & Godr.,Suaeda splendens,Tracheophyta,Magnoliopsida
Suaeda vera J.F.Gmel.,Suaeda vera,Tracheophyta,Magnoliopsida
Talinum fruticosum (L.) Juss.,Talinum fruticosum,Tracheophyta,Magnoliopsida
Talinum paniculatum (Jacq.) Gaertn.,Talinum paniculatum,Tracheophyta,Magnoliopsida
Tamarix africana Poir.,Tamarix africana,Tracheophyta,Magnoliopsida
Tamarix amplexicaulis Ehrenb.,Tamarix amplexicaulis,Tracheophyta,Magnoliopsida
Tamarix aphylla (L.) Karst.,Tamarix aphylla,Tracheophyta,Magnoliopsida
Tamarix aralensis Bunge,Tamarix aralensis,Tracheophyta,Magnoliopsida
Tamarix arborea (Sieber ex Ehrenb.) Bunge,Tamarix arborea,Tracheophyta,Magnoliopsida
Tamarix canariensis Willd.,Tamarix canariensis,Tracheophyta,Magnoliopsida
Tamarix chinensis Lour.,Tamarix chinensis,Tracheophyta,Magnoliopsida
Tamarix gallica L.,Tamarix gallica,Tracheophyta,Magnoliopsida
Tamarix hampeana Boiss. & Heldr.,Tamarix hampeana,Tracheophyta,Magnoliopsida
Tamarix hohenackeri Bunge,Tamarix hohenackeri,Tracheophyta,Magnoliopsida
Tamarix indica Willd.,Tamarix indica,Tracheophyta,Magnoliopsida
Tamarix meyeri Boiss.,Tamarix meyeri,Tracheophyta,Magnoliopsida
Tamarix parviflora DC.,Tamarix parviflora,Tracheophyta,Magnoliopsida
Tamarix pauciovulata J.Gay ex Munby,Tamarix pauciovulata,Tracheophyta,Magnoliopsida
Tamarix ramosissima Ledeb.,Tamarix ramosissima,Tracheophyta,Magnoliopsida
Tamarix smyrnensis Bunge,Tamarix smyrnensis,Tracheophyta,Magnoliopsida
Tamarix tetragyna Ehrenb.,Tamarix tetragyna,Tracheophyta,Magnoliopsida
Tamarix tetrandra Pall. ex M.Bieb.,Tamarix tetrandra,Tracheophyta,Magnoliopsida
Tamarix usneoides E.Mey.,Tamarix usneoides,Tracheophyta,Magnoliopsida
"Teloxys aristata L., 1834",Teloxys aristata,Tracheophyta,Magnoliopsida
Tephrocactus articulatus (Pfeiff. ex Otto) Backeb.,Tephrocactus articulatus,Tracheophyta,Magnoliopsida
Tetragonia decumbens Mill.,Tetragonia decumbens,Tracheophyta,Magnoliopsida
Tetragonia fruticosa L.,Tetragonia fruticosa,Tracheophyta,Magnoliopsida
Tetragonia microptera Fenzl ex Harv. & Sond.,Tetragonia microptera,Tracheophyta,Magnoliopsida
Tetragonia nigrescens Eckl. & Zeyh.,Tetragonia nigrescens,Tracheophyta,Magnoliopsida
Tetragonia tetragonioides (Pall.) O.Kuntze,Tetragonia tetragonioides,Tracheophyta,Magnoliopsida
Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia tetragonoides,Tracheophyta,Magnoliopsida
Tidestromia lanuginosa (Nutt.) Standl.,Tidestromia lanuginosa,Tracheophyta,Magnoliopsida
Trianthema portulacastrum L.,Trianthema portulacastrum,Tracheophyta,Magnoliopsida
Trianthema triquetra Willd. ex Spreng.,Trianthema triquetra,Tracheophyta,Magnoliopsida
Trigastrotheca pentaphylla (L.) Thulin,Trigastrotheca pentaphylla,Tracheophyta,Magnoliopsida
Triplaris americana L.,Triplaris americana,Tracheophyta,Magnoliopsida
Triplaris caracasana Cham.,Triplaris caracasana,Tracheophyta,Magnoliopsida
Triplaris cumingiana Fisch. & C.A.Mey. ex C.A.Mey.,Triplaris cumingiana,Tracheophyta,Magnoliopsida
Triplaris melaenodendron (Bertol.) Standl. & Steyerm.,Triplaris melaenodendron,Tracheophyta,Magnoliopsida
Triplaris weigeltiana (Rchb.) Kuntze,Triplaris weigeltiana,Tracheophyta,Magnoliopsida
Ullucus tuberosus Caldas,Ullucus tuberosus,Tracheophyta,Magnoliopsida
Vaccaria hispanica Mill.,Vaccaria hispanica,Tracheophyta,Magnoliopsida
Velezia rigida L.,Velezia rigida,Tracheophyta,Magnoliopsida
Viscaria vulgaris Röhl.,Viscaria vulgaris,Tracheophyta,Magnoliopsida
Xylosalsola paletzkiana (Litv.) Akhani & Roalson,Xylosalsola paletzkiana,Tracheophyta,Magnoliopsida
Zaleya galericulata (Melville) H.Eichler,Zaleya galericulata,Tracheophyta,Magnoliopsida
Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra,Tracheophyta,Magnoliopsida
Brexia madagascariensis (Lam.) Thouars ex Ker Gawl.,Brexia madagascariensis,Tracheophyta,Magnoliopsida
Catha edulis Forssk.,Catha edulis,Tracheophyta,Magnoliopsida
Celastrus flagellaris Rupr.,Celastrus flagellaris,Tracheophyta,Magnoliopsida
Celastrus gemmatus Loes.,Celastrus gemmatus,Tracheophyta,Magnoliopsida
Celastrus orbiculatus Thunb.,Celastrus orbiculatus,Tracheophyta,Magnoliopsida
Celastrus paniculatus Willd.,Celastrus paniculatus,Tracheophyta,Magnoliopsida
Celastrus scandens L.,Celastrus scandens,Tracheophyta,Magnoliopsida
Crossopetalum ilicifolium (Poir.) Kuntze,Crossopetalum ilicifolium,Tracheophyta,Magnoliopsida
Denhamia disperma (F.Muell.) M.P.Simmons,Denhamia disperma,Tracheophyta,Magnoliopsida
Elaeodendron australe Vent.,Elaeodendron australe,Tracheophyta,Magnoliopsida
Elaeodendron croceum (Thunb.) DC.,Elaeodendron croceum,Tracheophyta,Magnoliopsida
Elaeodendron orientale Jacq.,Elaeodendron orientale,Tracheophyta,Magnoliopsida
Euonymus alatus (Thunb.) Siebold,Euonymus alatus,Tracheophyta,Magnoliopsida
Euonymus alatus f. alatus,Euonymus alatus alatus,Tracheophyta,Magnoliopsida
Euonymus alatus var. apterus Regel,Euonymus alatus apterus,Tracheophyta,Magnoliopsida
Euonymus americanus L.,Euonymus americanus,Tracheophyta,Magnoliopsida
Euonymus atropurpureus Jacq.,Euonymus atropurpureus,Tracheophyta,Magnoliopsida
Euonymus europaeus L.,Euonymus europaeus,Tracheophyta,Magnoliopsida
Euonymus fimbriatus Wall.,Euonymus fimbriatus,Tracheophyta,Magnoliopsida
Euonymus fortunei (Turcz.) Hand.-Mazz.,Euonymus fortunei,Tracheophyta,Magnoliopsida
Euonymus fortunei var. fortunei,Euonymus fortunei fortunei,Tracheophyta,Magnoliopsida
Euonymus fortunei var. radicans (Siebold ex Miq.) Rehder,Euonymus fortunei radicans,Tracheophyta,Magnoliopsida
